doc_id,topic_id,summary,sentence_count
901,How to Act Normal Around Your Crush1," Act moderately occupied.You could do this in many ways.  Pretend the person is not there.  Appear slightly amused by the person.  Ask yourself, what's the worst that can happen?, Announce what you're doing.  Say hello to your crush.  Be friends with their friends.  Be yourself with a pinch of wild.  Separate your idea of them with reality.",8
902,How to Recognize That You Have a Crush on Someone2, Consider your behavior around the person you think you might have a crush on.  Consider how you feel around your potential crush.  Notice how you act around your friends and your crush.  Decide whether or not you're putting more effort into your appearance.,4
903,How to Recognize That You Have a Crush on Someone3, Consider whether or not your crush is all you think about.  Notice whether or not you talk about your crush a lot.  Consider whether or not you've changed anything about your life with your crush in mind.  Pay attention to your internal reaction when someone brings your crush up in conversation.  Pay attention to your daydreams.  Notice if things remind you of your potential crush.  Consider your thoughts while reading this article.,7
904,How to Act Around Your Crush," Dress in flattering clothes that make you feel comfortable.  Check your breath.  Groom yourself regularly.  Try to learn as much as you can about your crush.  Hang out in a group at first.  Talk less to keep some mystery about yourself.  Start slow by saying hello regularly.  Make eye contact.  Keep your conversations short, at first.  Find something you have in common.  Ask for help with something.  Let your sense of humor shine through.  Be a tease.  Ask interesting questions.  Recall a previous conversation.  Get to know your crush's friends.",16
905,How to Act Normal Around Your Crush2, Recognize you are crushing.  Ask them to hang out.  Evaluate their character.  Invite them to hang out with your friends.,4
906,How to Act Normal Around Your Crush3, Practice talking to other people.  Talk to a family member.  Keep a journal.  Do extracurricular activities.,4
907,How to Get a Kiss from a Girl You Like, Plan to do something exciting together.  Pick a time and place that sets the mood.  Pay attention to your grooming.  Talk to her.  Bond with her on a deeper level.  Learn to read body language.  Make physical contact.  Time it right.  Take the lead.  Be sensual and not overly aggressive or sloppy.  Learn to deal with rejection.,11
908,How to Ask Your Boyfriend to French Kiss1, Start slowly.  Rub your tongue over your partner's lips.  Ask him to French kiss you while you are kissing.  Let him know if it's the first time.  Be patient.,5
909,"How to Get the Boy You Like to Go from Total Stranger, to Friend, to Boyfriend"," Try to make sure you really like this guy, and if he's even worth your time.  Start getting to know him better.  Find common interests.  Joke around and carry a sense of humor.  Flirt!, Ask questions.  Ask him if he's busy during the weekend.  Give him gifts.  Ramp up your flirtatious behaviour.  Ask personal questions.  Get him to be comfortable around you.  If he had an ex, find out if he's over her.  Tell him about your ex.  Hint to him that you're interested.  Ask him out on a date.  Text and e-mail him.  And once you guys have hung out and finally gotten to know a lot(but not everything) about each other, pop the question, ""Have you ever pictured us, you know, ""together""?"", If the guy says ""I don't feel like I want to take us to next level right now."", And if the guy says yes the first time, be cool about it.  If he doesn't like you, don't take it personally.",19
910,How to Have a First Kiss1, Make yourself kissable.  Lean in and make eye contact.  Hint that you want a kiss.  Consider taking the lead.  Invite him to kiss you.  Keep it gentle at first.,6
911,How to Get a 13 Year Old Boy to Kiss You1, Prepare your appearance.  Make your lips kissable.  Freshen your breath.,3
912,How to Kiss a Boy for the First Time," Make sure you have a fresh breath.  Make sure you're looking good.  Find a nice place to kiss.  Try doing something to break the touch the jitters away by flirting physically.  Make sure that you both are ready for the kiss.  Move your lips towards him slowly, closing your eyes at the last second.  Use mostly your lower lip for kissing.  While you're kissing, try to go for a gentle open-lip kiss.  During the kiss, put your hands around his back and lean towards him.  As you move away from the kiss, open your eyes.  Say something nice about him, if you feel like it.  Listen to what your heart tells you.  Remember kissing etiquette.",13
913,How to Ask Your Boyfriend to French Kiss2, Moisten your lips.  Start French kissing him first.  Deepen the kiss.,3
914,How to Ask Your Boyfriend to French Kiss3, Kiss sensitive areas on his face.  Become a great kisser.  Try not to use too much tongue.,3
915,How to Have a First Kiss2," Get confident.  Clean up and look kissable.  Respect her privacy.  Watch for signals.  Make eye contact.  Break the touch barrier.  Draw her in slowly.  Go in for the kiss.  Walk that fine line and make it a really excellent kiss, one that is romantic, tender and memorable.  End it gently.",10
916,How to Get a 13 Year Old Boy to Kiss You2, Spend time with him.  Drop hints.  Smile at him.  Initiate closer contact.  Stare at his lips and eyes when you talk.,5
917,How to Get a 13 Year Old Boy to Kiss You3, Pick a good location.  Find a good topic to talk about.  Flirt with him to show you want to kiss.  Lean in close to his face.  Make your move and kiss him.,5
918,How to Cope When You Both Like the Same Guy and He Might Like You," Be honest about the situation.  Put yourself in her shoes.  Tell her what you plan to do.  Respect your friend's emotions.  Tell your crush your feelings.  Keep the situation with your friend private.  Take things slow.  Be discreet with your actions.  Nurture your friendship.  Wait until she's moved on to ""gush."" If your new boyfriend sends you a dozen roses and writes you a sonnet, it's only natural to want to spill all the details to your friend; however, you should just wait.",11
919,How to Kiss a Girl for the First Time," Practice!, Make sure you have good breath!, Flirt a little!, Time it right.  Ask!, Move your face slowly toward hers.  Try a simple close-mouthed kiss.  Tilt your head.  Move slowly and follow her lead.  Use your hands.  Be tender and loving.  Breathe.  Stop when you're ready.  Learn to French kiss.  Learn to make out.  Learn to kiss passionately.  Learn to kiss around other people.  Learn to kiss with braces.",14
